parcelid,bathroomcnt,bedroomcnt,sqft,garagecarcnt,latitude,longitude,lotsizesqft,regionidzip,numstories,yearbuilt,price
14222011,2.5,4,2908,3,33816999,-117811728,19992,97059,1,1968,806840
14223147,4.5,4,5946,3,33826291,-117806768,22825,97059,1,1999,1659993
14221944,3.5,4,3432,3,33825500,-117819221,33750,97059,1,1972,381179
14222344,3,4,2863,3,33821181,-117816283,20002,97059,1,1973,858104
14229278,3.5,4,4294,3,33811555,-117812142,20088,97059,1,1978,768102
14229358,2.5,4,3370,3,33813304,-117805548,20000,97059,1,1970,1112243
14223345,3.5,4,3835,3,33822589,-117802484,25188,97059,1,1970,198692
14222956,2.5,4,2778,3,33829004,-117798441,20160,97059,1,2003,1226106
14222604,5.5,4,4613,3,33820299,-117803210,18774,97059,1,2007,1747713
14222935,3,4,3090,3,33827102,-117798321,19992,97059,1,1975,799070
14229441,3,4,3213,3,33807039,-117817833,9200,97059,1,1973,139113
14230009,3,4,2557,3,33803054,-117814222,21700,97059,1,1972,775520
14229081,3.5,4,3124,3,33813817,-117817593,12243,97059,1,1972,888768
14217171,4.5,4,4592,3,33828261,-117794855,19994,97059,1,1997,1258143
14229353,4,4,3701,3,33813893,-117804202,29490,97059,1,1998,1262612
14222167,3,4,3681,3,33821134,-117810121,20318,97059,1,1968,1000770
14222397,2.5,4,3787,3,33818254,-117803473,17780,97059,1,1977,742319
14229945,2,4,2381,3,33807449,-117815132,19988,97059,1,1972,686360
14222343,3,4,2863,3,33821172,-117816699,20096,97059,1,1973,1002172
14222000,4,4,5752,3,33817535,-117808446,22879,97059,1,1968,1045359
14222376,3,4,2330,3,33818288,-117815639,20900,97059,1,1970,512236
14229903,4.5,4,4088,3,33804674,-117811914,32170,97059,1,1975,1103588
14223100,4,4,4005,3,33829465,-117804212,19950,97059,1,1980,940262
14229835,2,4,2423,3,33808978,-117810500,20045,97059,1,1972,114694
14229983,3,4,2579,3,33805783,-117813638,20001,97059,1,1972,1027000
14223420,4.5,4,4543,3,33824860,-117808568,30143,97059,1,1989,1003417
14222139,3.5,4,3918,3,33818861,-117809268,20004,97059,1,1975,188041
14229204,2.5,4,3371,3,33813037,-117813882,27390,97059,1,1972,951815
14221995,2.5,4,2670,3,33817560,-117810218,20899,97059,1,1968,130311
14222925,3,4,3060,3,33825439,-117797690,22000,97059,1,1975,1058847
14223117,2.5,4,3033,3,33826984,-117806014,20100,97059,1,1974,1348000
14230022,3,4,3383,3,33803322,-117815393,20002,97059,1,1972,768323
14229071,3,4,3620,3,33812127,-117817527,12444,97059,1,1972,1142156
14229263,3.5,4,2905,3,33811273,-117810485,20500,97059,1,2012,1462761
14229409,3,4,2424,3,33810141,-117820466,13500,97059,1,1977,798494
14222054,3,4,3016,3,33814700,-117812102,23125,97059,1,1969,1114091
14229978,3,4,2793,3,33806318,-117812956,20790,97059,1,1972,192468
14223305,3,4,3271,3,33820966,-117795863,22800,97059,1,1973,973904
14223435,2.5,4,2532,3,33827299,-117808549,19550,97059,1,1974,171721
14222113,3,4,3387,3,33818747,-117804685,20345,97059,1,1975,959459
14222425,2.5,3,3314,3,33816956,-117801619,20115,97059,1,1971,184015
14223513,2.5,3,3266,3,33824035,-117794084,19200,97059,1,2002,561324
14222143,3,3,3057,3,33818831,-117810778,20004,97059,1,1967,149615
14222166,4,3,5151,3,33820866,-117810380,18900,97059,1,1990,1322580
14229288,3,3,3471,3,33813618,-117808829,20291,97059,1,1998,611142
14222037,2.5,3,2286,3,33815618,-117810112,20250,97059,1,1966,152567
14229262,2.5,3,3059,3,33811616,-117810487,20000,97059,1,1970,317600
14230560,2.5,3,2936,3,33814515,-117821960,10000,97059,1,1994,559434
14219651,3.5,3,4821,3,33818718,-117795716,19000,97059,1,1999,1740519
14222360,2.5,3,2226,3,33819441,-117812992,20000,97059,1,1959,956000
14222421,3,3,3077,3,33816892,-117803563,20001,97059,1,1971,164136
14223234,2.5,3,3680,3,33820823,-117801982,18000,97059,1,1974,427468
14222288,3,3,3412,3,33816714,-117813903,21462,97059,1,1965,516497
14210282,2,4,1893,3,33842051,-117849664,7225,97063,1,1975,480649
14210285,3,4,2856,3,33841823,-117850236,9000,97063,1,1975,522842
14224417,1.5,4,2234,3,33826801,-117847651,13328,97063,1,1923,400837
14211409,2,4,1102,3,33843451,-117841326,7042,97063,1,1963,76500
14210231,2,3,3120,3,33838396,-117845341,30492,97063,1,1979,447653
14226346,2,3,2063,3,33830511,-117842340,16000,97063,1,1955,307456
14224511,2,3,1914,3,33825669,-117839804,8964,97063,1,1958,342406
14211656,3,3,1419,3,33837687,-117838120,8000,97063,1,1952,331599
14236156,3,4,2241,3,33790350,-117838861,8580,97064,1,1953,123652
14235895,2.5,3,2084,3,33789373,-117846560,9559,97064,1,1931,152589
14241112,3.5,3,2753,3,33784419,-117836828,8100,97064,1,1952,343180
14240883,2,3,1528,3,33784828,-117844863,6715,97064,1,1917,88661
14240574,2,3,2101,3,33783941,-117849822,6840,97064,1,1963,234931
14236006,1,3,2028,3,33790250,-117844916,9980,97064,1,1926,66557
14240674,1,2,1078,3,33781128,-117849741,6275,97064,1,1906,158375
14236309,2,2,1687,3,33792545,-117841589,9126,97064,1,1951,407317
14239369,2,2,1381,3,33781878,-117846010,23455,97064,1,1908,84070
14236321,1,1,1014,3,33792799,-117839547,18000,97064,1,1954,205390
14213882,6.5,6,6437,3,33835493,-117814641,14000,97065,1,1989,1284586
14214058,6.5,6,6480,3,33834643,-117819905,21450,97065,1,1989,1378445
14223927,4,5,3959,3,33828985,-117810880,18080,97065,1,1983,1130394
14220792,4.5,5,3484,3,33824397,-117782893,12578,97065,1,1998,809289
14213385,4.5,5,4364,3,33831265,-117802180,71440,97065,1,1997,1010635
14213973,4.5,5,4782,3,33835152,-117816421,10000,97065,1,1984,1644000
14220703,4.5,5,3484,3,33826360,-117784886,9835,97065,1,1997,1114729
14223954,3,5,3523,3,33826820,-117809992,16960,97065,1,1979,548385
14220661,4.5,5,3484,3,33826402,-117783987,12834,97065,1,1997,606479
14213888,5.5,5,5138,3,33834854,-117814453,9600,97065,1,1984,1432404
14223876,4,5,4353,3,33826457,-117811467,20590,97065,1,1979,830415
14223949,3,5,3327,3,33827694,-117810866,9900,97065,1,1979,551672
14213841,6,5,7993,3,33837351,-117814317,26400,97065,1,2011,1876894
14220709,4.5,5,4147,3,33827486,-117785512,21952,97065,1,1997,851392
14220788,4.5,5,3484,3,33823970,-117783584,9685,97065,1,1998,1091940
14220746,4.5,5,3484,3,33825790,-117786364,28793,97065,1,1997,643723
14213852,5,5,5071,3,33836365,-117815833,11600,97065,1,1986,1625082
14220662,4.5,5,3484,3,33825868,-117783898,9272,97065,1,1997,1017115
14220762,5.5,5,3484,3,33825103,-117787263,37680,97065,1,1997,654654
14213889,4.5,5,4723,3,33834752,-117814141,13000,97065,1,1983,1085473
14223934,3,5,3427,3,33828280,-117810133,17094,97065,1,1980,1087045
14220995,3,5,3219,3,33825220,-117773170,5339,97065,1,2016,827000
14221603,3.5,4,3508,3,33829845,-117770429,6427,97065,1,2002,808574
14213369,4,4,3772,3,33829478,-117807575,69300,97065,1,1997,845728
14213914,4.5,4,4967,3,33835535,-117812692,10000,97065,1,1989,1550000
14221577,3.5,4,3508,3,33830241,-117770331,8862,97065,1,2002,753639
14217165,3.5,4,3560,3,33830481,-117796231,22500,97065,1,1996,701656
14223881,2.5,4,3218,3,33827251,-117812287,8880,97065,1,1979,540952
14221614,3.5,4,3508,3,33833021,-117764839,6361,97065,1,2003,995361
14221547,3.5,4,3508,3,33831855,-117767736,7174,97065,1,2002,1093000
14213909,5,4,4797,3,33835557,-117811364,14000,97065,1,1988,877087
14221572,3.5,4,3508,3,33830996,-117769763,6240,97065,1,2002,880247
14214034,6.5,4,5794,3,33837172,-117819078,18750,97065,1,1989,1765000
14220740,3,4,2957,3,33824842,-117784953,12759,97065,1,1997,638186
14223897,2.5,4,4530,3,33827404,-117822950,32167,97065,1,1977,722689
14220698,3.5,4,2957,3,33825880,-117784953,13036,97065,1,1997,978605
14221540,3.5,4,3508,3,33832003,-117769314,8739,97065,1,2002,1042730
14229640,2,4,1674,3,33813659,-117822620,7800,97065,1,1965,670000
14213883,5.5,4,5107,3,33835925,-117816179,11050,97065,1,1989,1535449
14217155,3.5,4,3560,3,33828792,-117794099,23750,97065,1,1996,1067536
14223928,3.5,4,5369,3,33828907,-117811122,16770,97065,1,1990,897376
14220491,4,4,4021,3,33822289,-117778360,20000,97065,1,1995,1439339
14223849,3.5,4,5369,3,33828381,-117813260,9600,97065,1,1990,897376
14220026,2.5,4,3307,3,33822612,-117792110,10856,97065,1,1983,619763
14220004,4,4,4404,3,33821297,-117793077,8352,97065,1,1978,1139088
14223537,2.5,4,2471,3,33826011,-117826625,19600,97065,1,1964,393674
14221560,3.5,4,3508,3,33831335,-117767621,8744,97065,1,2002,968162
14221583,3.5,4,3508,3,33830860,-117769400,7579,97065,1,2002,945573
14213878,3.5,4,4129,3,33835220,-117813532,14850,97065,1,1989,1518649
14217150,3.5,4,4111,3,33830071,-117793976,22950,97065,1,1996,1443327
14221620,3.5,4,3508,3,33832386,-117765748,6480,97065,1,2003,984779
14223960,4.5,4,4862,3,33829157,-117810103,23780,97065,1,1981,792033
14230444,3,4,2998,3,33817509,-117823787,10112,97065,1,1964,448140
14219726,3,4,2564,3,33817844,-117798078,12480,97065,1,1974,406725
14213706,3.5,4,4065,3,33834180,-117828868,12420,97065,1,1982,688858
14214043,5,4,6131,3,33836900,-117820595,17850,97065,1,1986,1792312
14220015,3,4,3450,3,33822574,-117791236,7200,97065,1,1983,819536
14221594,3.5,4,3508,3,33830542,-117769007,6120,97065,1,2002,862599
14223955,2.5,4,3460,3,33826699,-117810240,18286,97065,1,1979,733364
14214012,3.5,4,5237,3,33833763,-117818825,13970,97065,1,1985,1701000
14219972,3.5,4,3550,3,33821456,-117793035,11251,97065,1,1994,683755
14217140,3.5,4,3560,3,33831374,-117794011,19000,97065,1,1996,1700543
14223898,3.5,4,4542,3,33827263,-117822463,307,97065,1,1977,715428
14213701,3,4,3653,3,33833479,-117830204,8000,97065,1,1982,604620
14214297,3,3,3211,3,33832359,-117807551,8100,97065,1,1990,625801
14214320,3,3,3211,3,33832025,-117806854,6600,97065,1,1990,844163
14213716,2.5,3,2248,3,33833044,-117830403,9000,97065,1,1982,412141
14213861,4.5,3,5605,3,33836227,-117817181,10080,97065,1,1989,2020420
14219692,3,3,1940,3,33815226,-117797674,9200,97065,1,1972,777727
14213840,4,3,4934,3,33837107,-117814629,21500,97065,1,1992,1311984
14214425,3,3,3425,3,33835679,-117809411,19550,97065,1,1990,1024000
14223581,2,3,1626,3,33826851,-117830395,8544,97065,1,1962,177887
14214605,2.5,3,1752,3,33833384,-117802285,4250,97065,1,1994,329562
14227670,3,3,2279,3,33806677,-117844638,9450,97065,1,1958,490376
14214315,3,3,3211,3,33831761,-117807825,8775,97065,1,1990,764550
14230339,2.5,3,2584,3,33815958,-117830068,4800,97065,1,1999,451974
14217128,3.5,3,3720,3,33832321,-117797031,18000,97065,1,1997,896251
14219687,2,3,1760,3,33815678,-117798567,15400,97065,1,1972,98463
14230319,2.5,3,2584,3,33815818,-117830489,5100,97065,1,1999,733000
14214308,3,3,3211,3,33831816,-117808934,8100,97065,1,1990,604552
14219725,2,3,2363,3,33815256,-117797149,8910,97065,1,1972,257874
14220501,3.5,3,4464,3,33821153,-117778898,20800,97065,1,1991,1041861
14230335,2.5,3,2584,3,33816126,-117829631,4800,97065,1,1999,502789
14217181,3.5,3,3720,3,33826767,-117792430,25000,97065,1,1996,803428
14227919,2.5,3,2060,3,33802732,-117845861,10009,97065,1,1962,464912
14219698,2.5,3,2331,3,33816072,-117798167,8625,97065,1,1974,604792
14220496,3.5,3,4398,3,33822102,-117777233,20800,97065,1,1992,991119
14214408,3,3,3211,3,33836230,-117810221,28000,97065,1,1990,677698
14222851,2.5,3,1526,3,33822287,-117829312,10043,97065,1,1962,522153
14219715,3,3,2734,3,33817599,-117797332,13650,97065,1,1974,868000
14230325,2.5,3,2584,3,33816808,-117830525,5708,97065,1,1999,715036
14227693,3,3,2812,3,33804346,-117846364,15950,97065,1,1960,609326
14214415,3,3,3211,3,33833723,-117809511,24800,97065,1,1990,799690
14214293,3,3,3211,3,33832306,-117808337,10200,97065,1,1990,826854
14213667,2.5,3,2402,3,33832979,-117831325,9500,97065,1,1982,470517
14214458,3,3,3211,3,33833021,-117807898,18000,97065,1,1990,663505
14230315,2.5,3,2584,3,33815159,-117830475,5100,97065,1,1999,499606
14238376,1,3,1537,3,33801781,-117850333,6662,97065,1,1937,54691
14219981,2.5,2,2857,3,33822429,-117793651,8470,97065,1,1977,468491
14219971,2.5,2,2857,3,33821197,-117793298,6666,97065,1,1977,649376
14219987,2.5,2,2857,3,33821538,-117793990,9940,97065,1,1977,588510
14219977,2.5,2,2857,3,33822461,-117792760,11250,97065,1,1977,430115
13885388,3,6,2413,3,33788786,-117876519,7102,97066,1,2002,425261
14018260,3,5,1854,3,33790817,-117897362,7218,97066,1,1955,439247
13885341,3,5,1887,3,33790684,-117876520,6669,97066,1,1950,333552
14237806,2.5,4,2722,3,33793961,-117872622,6300,97066,1,1978,418061
13884059,1.5,3,1687,3,33789326,-117865325,12100,97066,1,1937,517941
14239691,2,3,1810,3,33784531,-117870452,43593,97066,1,1951,145232
13885335,1,2,909,3,33789851,-117876520,6669,97066,1,1950,226451
13885250,1.5,2,1670,3,33792815,-117874448,14815,97066,1,1949,489381
14232205,4.5,6,5276,3,33801234,-117773355,43560,97067,1,1976,2411218
14233240,4,6,5138,3,33808016,-117779649,43560,97067,1,1964,628113
13937494,3.5,6,4004,3,33812272,-117769559,44867,97067,1,1941,775097
14232194,4,6,4148,3,33799256,-117776006,47916,97067,1,1976,882873
14242061,4,6,3574,3,33778681,-117806691,8700,97067,1,1977,226744
14235272,4,6,2892,3,33802704,-117802570,10202,97067,1,1979,440080
14231416,4.5,5,4125,3,33803622,-117801970,8125,97067,1,1998,973388
14235232,3,5,3154,3,33799855,-117803791,7280,97067,1,1978,375198
13938484,4.5,5,3481,3,33795415,-117802898,12428,97067,1,2004,723557
14235210,3,5,3154,3,33800831,-117802681,7150,97067,1,1978,470520
14242034,2.5,5,1884,3,33778439,-117805785,8874,97067,1,1967,478416
14220527,3.5,5,4080,3,33815018,-117783324,44000,97067,1,1995,1010157
14235292,3,5,3170,3,33802702,-117801581,9894,97067,1,1979,453710
14231411,4.5,5,4125,3,33804515,-117801967,8125,97067,1,1998,732527
14235270,3,5,3055,3,33801268,-117802964,7140,97067,1,1978,696148
14233064,4.5,5,5352,3,33800540,-117779710,43560,97067,1,1980,1560818
14235351,3,5,3055,3,33799317,-117801728,7770,97067,1,1978,308150
14244077,3.5,5,6111,3,33793543,-117777056,43560,97067,1,1981,2025291
14242028,2.5,5,2091,3,33777229,-117806422,8505,97067,1,1967,309316
14235264,3,5,3112,3,33801548,-117803056,7140,97067,1,1978,848000
14235324,3,5,3055,3,33801543,-117802360,7140,97067,1,1978,309408
14232141,5.5,5,5239,3,33809936,-117772930,43560,97067,1,1981,888203
14231401,4.5,5,4125,3,33804692,-117801369,8193,97067,1,1998,901777
14235216,3,5,3055,3,33800581,-117803889,9025,97067,1,1978,438618
14235362,3,5,3055,3,33799169,-117802454,8527,97067,1,1978,371767
14233123,5.5,5,5686,3,33809963,-117783093,43400,97067,1,1982,925515
14232737,2.5,5,3554,3,33804284,-117792467,18000,97067,1,1986,602870
14244271,2,5,2500,3,33780445,-117801668,174240,97067,1,1950,151497
13938166,4.5,5,6841,3,33803943,-117784504,47916,97067,1,2006,2337684
14231396,4.5,5,4125,3,33803799,-117801372,8190,97067,1,1998,955635
14233023,3.5,5,2749,3,33799233,-117799817,11000,97067,1,1983,391744
14231750,4,5,5822,3,33813675,-117774107,39816,97067,1,1978,1076853
13938485,4.5,5,3481,3,33795209,-117802898,12429,97067,1,2004,1230365
14235211,3,5,3154,3,33800551,-117802637,7140,97067,1,1978,444651
14232152,3.5,5,3540,3,33805669,-117770943,43560,97067,1,1976,1341903
14232244,6.5,5,4955,3,33801737,-117776468,43560,97067,1,1978,2118000
14233257,3.5,5,3844,3,33810533,-117780728,52272,97067,1,1995,1754504
14235336,3,5,3170,3,33800037,-117800938,12000,97067,1,1979,527219
14220528,3.5,5,3630,3,33814540,-117783440,23800,97067,1,1995,806527
14233144,3,5,3445,3,33810208,-117786534,44400,97067,1,1960,177459
14235228,3,5,3055,3,33799837,-117802872,7140,97067,1,1978,437017
14244469,4.5,5,4589,3,33786134,-117792260,13050,97067,1,1990,1305388
14235330,3,5,3055,3,33801977,-117802397,7140,97067,1,1978,483283
14232170,3.5,5,3413,3,33808283,-117772534,43560,97067,1,1977,792296
14235309,3,5,3170,3,33800961,-117801391,10000,97067,1,1979,777109
14233209,4.5,5,4560,3,33812058,-117782459,43560,97067,1,1979,1089887
14235242,3,5,3055,3,33799394,-117803590,8050,97067,1,1979,499651
14235222,3,5,3055,3,33800126,-117803559,7140,97067,1,1978,574047
14235347,3,5,3154,3,33799307,-117800720,12650,97067,1,1978,338345
14337514,4,5,4155,3,33782324,-117779691,17580,97067,1,1990,1380000
14219949,3,5,3518,3,33815362,-117770931,43200,97067,1,1976,260962
14231423,4.5,5,4125,3,33803571,-117800349,10457,97067,1,1998,777050
14235260,3,5,3154,3,33801980,-117802861,7140,97067,1,1978,362826
14235297,3,4,2783,3,33802002,-117800780,10000,97067,1,1978,417005
14232736,3,4,2623,3,33804521,-117792573,10000,97067,1,1986,456087
14235276,3,4,2783,3,33802438,-117803637,7125,97067,1,1979,378896
14232032,2,4,2654,3,33801756,-117800110,21000,97067,1,1975,418975
14338816,2.5,4,3125,3,33796880,-117761820,6825,97067,1,1989,745088
14235356,3,4,2783,3,33798944,-117801211,7500,97067,1,1978,358780
14235335,3,4,2783,3,33800214,-117800741,14300,97067,1,1979,537990
14338774,2.5,4,3425,3,33799383,-117765756,8450,97067,1,1990,801085
14235313,2,4,2370,3,33800548,-117801948,7000,97067,1,1978,113034
14232375,2.5,4,3378,3,33801347,-117771637,43560,97067,1,1976,1752124
14232200,2.5,4,3160,3,33801249,-117775409,43560,97067,1,1976,304592
14233213,2.5,4,3408,3,33810795,-117783538,43560,97067,1,1977,1229215
14235246,3,4,2783,3,33799023,-117802946,9000,97067,1,1979,357440
14243828,3.5,4,4873,3,33794999,-117778867,43560,97067,1,1981,1931271
14244468,4,4,4150,3,33785818,-117792274,19200,97067,1,1988,1369000
14235205,2,4,2370,3,33800843,-117803844,7200,97067,1,1978,738000
14235329,3,4,2783,3,33802000,-117802150,7200,97067,1,1978,328128
14231448,4,4,3473,3,33803624,-117802994,8125,97067,1,1998,509859
14235308,2,4,2370,3,33801181,-117801391,10000,97067,1,1979,559937
14235241,3,4,3208,3,33799392,-117803374,6900,97067,1,1979,640532
14231760,3,4,3215,3,33811750,-117775061,21777,97067,1,1978,1242641
14231884,3,4,3138,3,33804358,-117797317,7275,97067,1,1974,332593
14235221,3,4,2783,3,33800136,-117803793,7008,97067,1,1978,410532
14338806,2.5,4,3125,3,33797894,-117763592,9450,97067,1,1989,536569
14235346,2,4,2370,3,33799675,-117800718,12100,97067,1,1978,247605
13939727,2.5,4,3345,3,33780169,-117817107,21155,97067,1,1929,315924
14220538,4.5,4,4510,3,33814311,-117780575,19200,97067,1,1993,1406984
13940089,2,4,1102,3,33784278,-117811646,5900,97067,1,1960,391523
14219948,4.5,4,4862,3,33815886,-117770566,43200,97067,1,1976,1160382
13937452,5,4,5821,3,33811644,-117772082,43560,97067,1,1989,1344261
14235282,3,4,2783,3,33801327,-117804149,7200,97067,1,1978,378896
14242206,2.5,4,2000,3,33782227,-117829020,7000,97067,1,1974,219926
14235341,3,4,2783,3,33799836,-117801960,7650,97067,1,1978,301565
14235319,3,4,3298,3,33800919,-117801728,10500,97067,1,1978,438452
14219943,5.5,4,5839,3,33815451,-117771610,43560,97067,1,1992,2346000
14232206,4,4,3603,3,33801115,-117772802,52272,97067,1,1976,1841216
14235298,2,4,2370,3,33801783,-117800781,10000,97067,1,1978,380074
14232008,3.5,4,3034,3,33808278,-117774706,43560,97067,1,1975,225838
14235277,2,4,2370,3,33802254,-117803730,7200,97067,1,1978,482422
14242222,2.5,4,2000,3,33783563,-117829604,9000,97067,1,1974,543213
14243834,4.5,4,4229,3,33794664,-117782309,19000,97067,1,2001,733547
14338817,2.5,4,3125,3,33796765,-117761655,6630,97067,1,1990,893576
14235233,3,4,2783,3,33799929,-117804054,6970,97067,1,1978,273237
14242784,3,4,2559,3,33784341,-117809503,8237,97067,1,1978,288437
14235357,3,4,2783,3,33798944,-117800964,7500,97067,1,1978,545303
13938770,2,4,1425,3,33785122,-117814671,7684,97067,1,1963,72160
14232175,2.5,4,3776,3,33809825,-117773693,43560,97067,1,1978,1931735
14235314,3,4,2783,3,33800548,-117802178,7070,97067,1,1978,559490
13938081,4.5,4,4919,3,33796878,-117782607,47109,97067,1,2003,1522620
14219960,3,4,2892,3,33816538,-117768609,47916,97067,1,1976,218706
14235247,2,4,2370,3,33799020,-117802733,10500,97067,1,1979,272741
14235293,3,4,2783,3,33802715,-117801243,10260,97067,1,1979,414863
14338833,2.5,4,3125,3,33797558,-117763985,7840,97067,1,1990,847247
14243829,4.5,4,5006,3,33795489,-117778866,43560,97067,1,1983,1560000
14232028,2.5,4,3123,3,33801718,-117798256,20800,97067,1,1975,603834
14231745,4,4,3377,3,33811104,-117773875,40560,97067,1,1978,572117
14235352,2,4,2370,3,33799358,-117801968,7875,97067,1,1978,480384
14232195,3.5,4,3851,3,33798956,-117775715,47916,97067,1,1976,1254021
13939129,3.5,4,3690,3,33785789,-117799915,10062,97067,1,2000,811383
14235267,4,4,3344,3,33801278,-117803660,8800,97067,1,1978,345999
14231761,4,4,3380,3,33811255,-117775002,21875,97067,1,1978,918247
14235325,3,4,2783,3,33801519,-117802113,6400,97067,1,1978,327448
14235304,2,4,2370,3,33802061,-117801391,10000,97067,1,1979,289361
14235237,3,4,2783,3,33799373,-117803819,8878,97067,1,1978,569971
14232953,3,3,2753,3,33807779,-117791695,8500,97067,1,1984,439569
14233332,2,3,1913,3,33812731,-117780015,15750,97067,1,1946,667919
14233357,1,3,1956,3,33813110,-117779560,11152,97067,1,1954,598905
14233283,3,3,3010,3,33811129,-117778071,60984,97067,1,1948,343930
14233421,3,3,2203,3,33797567,-117786198,8190,97067,1,1996,589261
14219773,2,3,1452,3,33816036,-117781933,74052,97067,1,1968,121438
13938480,2.5,3,2489,3,33795631,-117804467,11939,97067,1,1952,638000
14232201,2.5,3,3485,3,33800637,-117775708,43560,97067,1,1976,1203660
14233018,2.5,3,2749,3,33799761,-117800166,12320,97067,1,1983,787000
14232748,3.5,3,4440,3,33804320,-117793931,56628,97067,1,1989,963081
14233034,2.5,3,2747,3,33799231,-117798967,11000,97067,1,1984,810703
14242843,3.5,3,3546,3,33781244,-117810370,24437,97067,1,2001,1174526
13938115,3.5,3,2465,3,33801839,-117788259,43821,97067,1,1957,694650
14232142,2.5,3,3259,3,33810015,-117772264,47916,97067,1,1977,708057
13937453,3,3,3969,3,33811400,-117771789,43560,97067,1,1967,1223882
14233029,2.5,3,2749,3,33799838,-117799299,11000,97067,1,1983,404259
14233234,2.5,2,3219,3,33805301,-117782465,61550,97067,1,1960,585685
14178745,4.5,7,3202,3,33888147,-117851102,12000,97068,1,1968,88292
14171686,3,5,2395,3,33891336,-117869267,7650,97068,1,1975,226688
14181524,3,5,2886,3,33871323,-117853132,8140,97068,1,1994,859000
14181540,3,5,2886,3,33871300,-117851052,7140,97068,1,1994,936211
14181519,3,5,2886,3,33872189,-117853442,10640,97068,1,1994,495571
14181514,3,5,2886,3,33873299,-117853185,7770,97068,1,1994,461696
14181551,3,5,2886,3,33872780,-117852807,8310,97068,1,1994,613282
14170544,3,5,2744,3,33892091,-117859959,7500,97068,1,1968,655406
14181546,3,5,2886,3,33871933,-117852209,7140,97068,1,1994,513308
14183359,3.5,5,2774,3,33884186,-117840783,7649,97068,1,1969,640038
14169395,3,5,2292,3,33896916,-117857849,7575,97068,1,1971,623962
14170770,2.5,4,2016,3,33902814,-117868717,7900,97068,1,1976,160308
14170749,3,4,2475,3,33903416,-117869898,8800,97068,1,1976,160830
14170727,2.5,4,2016,3,33901954,-117871033,7000,97068,1,1976,150793
14183548,2.5,4,1949,3,33883198,-117842184,8000,97068,1,1971,90887
14176642,2,4,1661,3,33881704,-117867114,14510,97068,1,1955,249530
14183527,2.5,4,2660,3,33883502,-117840820,7520,97068,1,1971,471476
14170760,2.5,4,2120,3,33903419,-117869572,7350,97068,1,1976,720000
14171676,2.5,4,2029,3,33890737,-117868133,7600,97068,1,1975,670000
14183311,2.5,4,2730,3,33885557,-117841290,12600,97068,1,1969,772000
14181535,3,4,2576,3,33871054,-117851495,7350,97068,1,1994,462012
14170695,2.5,4,2016,3,33902611,-117868194,7536,97068,1,1976,153651
14171692,2.5,4,2029,3,33891645,-117870173,8326,97068,1,1975,647359
14170712,2.5,4,2016,3,33901967,-117867517,7350,97068,1,1976,396148
14181530,3,4,2576,3,33871275,-117852673,11000,97068,1,1994,576183
14181525,3,4,2576,3,33871544,-117853156,8250,97068,1,1994,457552
14172416,4.5,4,3484,3,33894847,-117854665,7152,97068,1,2000,598241
14171682,2.5,4,2029,3,33891551,-117868990,8400,97068,1,1975,337206
14183317,2.5,4,2188,3,33885598,-117839441,8050,97068,1,1969,681380
14178562,2.5,4,2498,3,33886466,-117845423,7313,97068,1,1965,780000
14171677,2.5,4,2029,3,33890845,-117868449,8500,97068,1,1975,104434
14170534,3,4,2468,3,33892073,-117862355,7326,97068,1,1968,638533
14181536,3,4,2576,3,33870951,-117851222,8250,97068,1,1994,795000
14188241,4,4,2571,3,33859347,-117873295,7485,97068,1,1938,334244
14177084,3,4,2610,3,33879912,-117862994,8332,97068,1,1965,660000
14179607,2.5,3,1682,3,33876964,-117862296,1560,97068,1,1982,424568
14177603,2.5,3,1376,3,33873437,-117874704,6120,97068,1,1955,214457
14179602,2.5,3,1682,3,33877304,-117862196,1560,97068,1,1982,465000
14176154,1,3,997,3,33874366,-117870215,8400,97068,1,1950,237873
14179603,2.5,3,1682,3,33877235,-117862216,1560,97068,1,1982,346323
14196108,3.5,7,3876,3,33899320,-117770420,10000,97078,1,1983,467548
14190418,4,6,4896,3,33883928,-117806483,30800,97078,1,1972,1223376
14197301,5.5,6,4942,3,33901963,-117782557,9840,97078,1,2013,1420854
14163519,5.5,6,5124,3,33905709,-117811514,7412,97078,1,2009,1381526
14166374,5.5,6,5706,3,33905124,-117784375,21059,97078,1,2004,1474832
14190890,5,6,4984,3,33880124,-117799664,34200,97078,1,1990,849404
14197292,5.5,6,4942,3,33903553,-117780973,12161,97078,1,2013,1504924
14197326,5.5,6,4942,3,33900897,-117780624,11239,97078,1,2013,1789497
14163503,5.5,6,5124,3,33906121,-117814648,7470,97078,1,2009,1463409
14197310,5.5,6,4942,3,33902472,-117781219,14628,97078,1,2013,1569294
14163451,5.5,6,5124,3,33907673,-117813486,11390,97078,1,2009,1505413
14196012,3,6,2939,3,33897098,-117773965,10080,97078,1,1979,940618
14190295,4,6,3757,3,33885348,-117799213,18698,97078,1,1972,434251
14163505,5.5,6,5124,3,33906065,-117814224,7312,97078,1,2007,1464994
14166354,5.5,6,5706,3,33905736,-117789246,16091,97078,1,2004,1432404
14197321,5.5,6,4942,3,33901276,-117781527,12957,97078,1,2013,1607392
14163484,5.5,6,5124,3,33906142,-117812009,7001,97078,1,2008,1224335
14190015,4,6,3775,3,33887339,-117795616,11025,97078,1,1965,688121
